Chapter_Shloka_id,Subject,Predicate,Object
BG_14_22,He,does not desire,renunciation
BG_14_22,He,does not hate,engaged activities due to proper understanding
BG_14_22,He,does not desire,renunciation due to proper understanding
BG_14_23,He,remains,situated
BG_14_23,He,does not move,from his position
BG_14_23,He,remains steady,in his true nature
BG_14_24,He,is equal,in pleasure and pain
BG_14_24,He,is equal,in honor and dishonor
BG_14_24,He,is equal,in praise and blame
BG_14_24,He,is equal,in friend and foe
BG_14_25,He,renounces,all undertakings
BG_14_25,He,is said to be,transcendental
BG_14_26,sa,is,brahmabhuyaya
BG_14_26,sa,is,kalpate
BG_14_26,mama,is,isvaram narayanam
BG_14_26,isvaram narayanam,is,sarvabhutahrdayasritam
BG_14_26,yo yatih,is,karmiva avyabhicarena
BG_14_26,bhaktiyogena,is,bhajanam bhaktih
BG_14_26,bhaktih,is,yogah
BG_14_26,tena bhaktiyogena,is,sevate
BG_14_26,sa,is,sah gunan samatitya etan yathoktan brahmabhuyaya
BG_14_26,brahmabhuyaya,is,bhavanam bhuyah
BG_14_26,brahmabhuyaya,is,brahmabhavanaya moksaya kalpate samartho bhavati ityarthah
BG_14_27,brahmanah paramatmanah,is,hi yasmat pratistha
BG_14_27,aham,is,pratistha
BG_14_27,aham,is,pratyagatma
BG_14_27,kidrsasya,is,brahmanah
BG_14_27,amrtasya,is,avinashinah
BG_14_27,avyayasya,is,avyayarahitasya
BG_14_27,sasvatasya,is,nityasya
BG_14_27,dharmasya,is,dharmajnanasya
BG_14_27,jnanayogadharmaprapyasya,is,sukhasya
BG_14_27,anandarupasya,is,aikantikasya
BG_14_27,avyabhicarinah,is,amrtadisvabhavasya
BG_14_27,paramanandarupasya,is,paramatmanah
BG_14_27,pratyagatma,is,pratistha
BG_14_27,samyagjnanena,is,paramatmataya nisciyate
BG_14_27,tadetat,is,'brahmabhuyaya kalpate' (bha. gi. 14 | 26) iti uktam
BG_14_27,yaya,is,isvarasaktya
BG_14_27,brahma,is,pratisthate pravartate
BG_14_27,sa saktih,is,brahmaiva
BG_14_27,saktisaktimatoh,is,ananyatvat
BG_14_27,athava,is,brahmasabdavacyatvat savikalpakam
BG_14_27,tasya,is,brahmano nirvikalpakah
BG_14_27,ahameva,is,nanyah pratistha asrayah
BG_14_27,kimvisistasya,is,amrtasya
BG_14_27,amaranadharmakasya,is,avyayasya
BG_14_27,vyayarahitasya,is,kinca
BG_14_27,sasvatasya,is,nityasya
BG_14_27,dharmasya,is,jnananisthalaksanasya
BG_14_27,sukhasya,is,tajjanitasya
BG_14_27,aikantikasya,is,ekantaniyatasya
BG_14_27,'pratistha aham',is,iti vartate
BG_15_1,Vedas,protect,samsara tree
BG_15_1,Vedas,reveal,dharma and adharma
BG_15_1,One who knows the Vedas,knows,origin of the samsara tree
BG_15_1,One who knows the Vedas,knows,entire samsara tree
BG_15_2,Effects of actions,spread out,in the human world
BG_15_2,Human beings,possess,more actions
BG_15_3,Samsara tree,cut down,strong root
BG_15_3,Samsara tree,without attachment,all worlds
BG_15_3,Self-realized person,crosses over,samsara
BG_15_4,Activity,emanates from,Purusha
BG_15_4,Path to Vishnu,should be sought,
BG_15_4,One who reaches that state,does not return,samsara
BG_15_5,Supreme abode,free from,duality
BG_15_5,Supreme abode,beyond,happiness and sorrow
BG_15_5,Supreme abode,imperturbable,
BG_15_10,deham,utkramantam,purvopattam
BG_15_10,deham,parityajantam,sthitam
BG_15_10,vapi,dehe,tisthantam
BG_15_10,bhunjanam,va,sabdadimsc
BG_15_10,upalabhamanam,gunanvitam,sukhaduhkhamohadyaih
BG_15_10,gunanvitam,anugatam,samyuktam
BG_15_10,enam,atyanthadarsanagocarapraptam,vimudhah
BG_15_10,drstadrstavisayabhogabalakrstacetastaya,anekadha,mudhah
BG_15_10,na,anupasyanti,aho kastam
BG_15_10,iti,anukrosati,ca
BG_15_10,bhagavan,ye,tu punah
BG_15_10,pramanajanitajnanacaksusah,te,enam
BG_15_10,jnanacaksusah,pasyanti,viviktadrstayah
BG_15_11,yatanto'pyakrtatmano,nainam,pasyantyacetasah
BG_15_11,yatantah,prayatnam,kurvantah
BG_15_11,yoginasca,samahitacittah,enam
BG_15_11,prakrtam,atmanam,pasyanti
BG_15_11,'ayam,aham,asmi
BG_15_11,upalabhante,atmani,svasyam
BG_15_11,buddhau,avasthitam,yatanto'pi
BG_15_11,sastradipramanaih,akrtatmanah,asamskrtatmanah
BG_15_11,tapasa,indriyajayena,ca
BG_15_11,duscaritat,anuparatah,asantadarpah
BG_15_11,prayatnam,kurvanto'pi,na
BG_15_11,evam,pasyanti,acetasah
BG_15_11,avivekinah,na,evam
BG_15_12,yaccandramasi,yaccagnau,tattejo
BG_15_12,viddhi,mamakam,yaccandramasi
BG_15_12,nanu,sthavaresu,jangamesu
BG_15_12,tat,samanam,caitanyatmakam
BG_15_12,jyotih,tatra,katham
BG_15_12,idam,visesanam,'yadadityagatam'
BG_15_12,naisa,dosah,sattvadhikyat
BG_15_12,avistaratvopapatteh,adityadisu,hi
BG_15_12,sattvam,atyantaprakasam,atyantabhasvaram
BG_15_12,atah,tatraiva,avistaram
BG_15_12,jyotih,iti,tat
BG_15_12,na,tu,tatraiva
BG_15_12,tat,adhikamiti,yatha
BG_15_12,hi,sloke,tulye'pi
BG_15_12,mukhasamsthane,na,kasthakudyadau
BG_15_12,mukham,avirbhavati,adarsadau
BG_15_12,tu,svacche,svacchatare
BG_15_12,ca,taratamyena,avirbhavati
BG_15_12,tadvat,na,tu
BG_15_13,somo,bhutva,rasatmakah
BG_15_1,gam,prthivim,avisya
BG_15_1,pravisya,dharayami,bhutani
BG_15_1,jagat,aham,ojasa
BG_15_1,balena,yata,balam
BG_15_1,kamaragavivarjitam,aisvaram,rupam
BG_15_1,jagadvidharanaya,prthivyam,avistam
BG_15_1,yena,prthivi,gurvi
BG_15_1,na,adhah,patati
BG_15_1,na,vidiryate,ca
BG_15_1,tatha,ca,mantravarnah
BG_15_1,'yena,dyaurugra,prthivi
BG_15_1,ca,drdha,iti
BG_15_1,tai. sam. 4,1,8
BG_15_1,sa,dadhara,prthivim
BG_15_1,tai. sam. 4,1,8
BG_15_1,atah,gamavisya,ca
BG_15_1,bhutani,caracarani,dharayami
BG_15_1,iti,yuktamuktam,iti
BG_15_1,kinca,prthivyam,jatah
BG_15_1,osadhih,sarvah,vrihiyavadyah
BG_15_1,pusnami,pustimatih,rasasvadumatisca
BG_15_1,karomi,somo,bhutva
BG_15_1,rasatmakah,somo,san
BG_15_1,rasatmakah,rasasvabhavah,sarvarasanam
BG_15_1,akarah,somo,sarvarasatmakah
BG_15_1,sa,hi,sarvarasatmakah
BG_15_1,sarvah,osadhih,svatmarasan
BG_15_1,anupravesayan,pusnati,na
BG_15_14,pracamyanasamayuktah,pacamyannam,caturvidham
BG_15_9,ahameva,vaisvanarah,udarasthah
BG_15_9,agnih,bhutva,'ayamagnirvaisvanaro
BG_15_9,yo'yamantah,puruse,yenedamannam
BG_15_9,pacyate,br. u. 5,9
BG_15_9,vaisvanarah,san,praninam
BG_15_9,pranavatam,deham,asritah
BG_15_9,pravistah,pranapanasamayuktah,pranapanabhyam
BG_15_9,samyuktah,pacami,paktim
BG_15_9,karomi,annam,asanam
BG_15_9,caturvidham,bhojyam,bhaksyam
BG_15_9,cosyam,lehyam,ca
BG_15_9,'bhokta,vaisvanarah,agnih
BG_15_9,agneh,bhojyam,annam
BG_15_9,somo,tadetat,ubhayam
BG_15_9,agnisomau,sarvam,iti
BG_15_9,pasyatah,annadosalepah,na
BG_15_9,bhavati,iti,na
BG_15_15,vedantakrdvedavideva,caham,iti
BG_15_15,sarvasya,atma,hrdi
BG_15_15,sarvasya,buddhi,hrdi
BG_15_15,atmanah,sarvapraninam,smriti
BG_15_15,atmanah,sarvapraninam,jnanam
BG_15_15,atmanah,sarvapraninam,apagamanam
BG_15_15,atmanah,sarvapraninam,apagamanam
BG_15_15,punyakarmanam,jnanasmrti,bhavatah
BG_15_15,punyakarmanam,apagamanam,apagamanam
BG_15_15,vedaisca,aham,vedyah
BG_15_15,vedaisca,aham,veditavyah
BG_15_15,vedantakrt,aham,vedantarthasampradayakrt
BG_15_16,sarvani,bhutani,ksarah
BG_15_16,purusau,ksarasca,ksaratiti
BG_15_16,purusau,ksarah,vinasi
BG_15_16,purusau,aksarah,tadviparitah
BG_15_16,purusau,aksarah,utpattibijam
BG_15_16,purusau,aksarah,anekasamsarijantukamakarmadisamskarasrayah
BG_15_16,purusau,ksarah,sarvani
BG_15_16,purusau,ksarah,samastam
BG_15_16,purusau,kutasthah,kutah
BG_15_16,purusau,kutasthah,rasiriva
BG_15_16,purusau,kutasthah,maya
BG_15_16,purusau,kutasthah,vancana
BG_15_16,purusau,kutasthah,jihmata
BG_15_16,purusau,kutasthah,kutilata
BG_15_16,purusau,kutasthah,anekamayavancanadiprakarena
BG_15_16,purusau,kutasthah,samsarabijanantyat
BG_15_16,purusau,kutasthah,na
BG_15_16,purusau,kutasthah,ksarati
BG_15_17,isvarah,lokatrayam,avisya
BG_15_17,isvarah,lokatrayam,bhurtibhuvahsvarakhyam
BG_15_17,isvarah,lokatrayam,swakiyaya
BG_15_17,isvarah,lokatrayam,caitanyabalasaktya
BG_15_17,isvarah,lokatrayam,svarupasadbhavamatrena
BG_15_17,isvarah,lokatrayam,dharayati
BG_15_17,isvarah,avyayah,na
BG_15_17,isvarah,avyayah,vidyate
BG_15_17,isvarah,sarvajnah,narayanakhyah
BG_15_17,isvarah,sarvajnah,isanasilah
BG_15_18,purusottamah,loke,prathitah
BG_15_18,purusottamah,vede,ca
BG_15_18,ksaram,atitah,samsaramayavrksam
BG_15_18,ksaram,atitah,asvatthakhyam
BG_15_18,ksaram,atitah,aksaradapi
BG_15_18,ksaram,atitah,samsaramayarupvrksabijabhutadapi
BG_15_18,purusottamah,loke,vede
BG_15_18,purusottamah,uttamah,utkrstatamah
BG_15_18,purusottamah,uttamah,urdhvatamo
BG_15_18,purusottamah,bhaktajanah,viduh
BG_15_18,purusottamah,kavayah,kavyadisu
BG_15_18,purusottamah,idam,nama
BG_15_18,purusottamah,idam,nibadhnanti
BG_15_18,purusottamah,idam,abhidhanenabhigrnanti
BG_15_19,bharata,sarvabhavena,bhajati
BG_15_19,bharata,sarvavit,sarvatmana
BG_15_19,bharata,sarvajnah,sarvabhutastham
BG_15_20,bharata,etadbuddhva,buddhimansyat
BG_15_20,bharata,etadbuddhva,krtakrtyasca
BG_15_20,iti etat guhyatamam gopyatamam,is described as,atyantarahasyam
BG_15_20,kim tat,is referred to as,sastram
BG_15_20,gitakhyam samastam,is generally called,sastram
BG_15_20,ayameva adhyayah,is specifically referred to as,sastram
BG_15_20,sarvo hi gitasastrarthah,is contained within,asmin adhyaye
BG_15_20,sarvasca vedarthah,is concluded within,iha
BG_15_20,etat sastram,should be understood by,buddhiman
BG_15_20,krtakrtyasca bharata,should perform,kartavyam
BG_15_20,visistajanmaprasutena brahmanena,should understand,kartavyam
BG_15_20,tat sarvam bhagavattattve,should be understood as,vidite krtam bhavet
BG_15_20,yatah etat paramarthatattvam,has been heard by,asi
BG_15_20,atah krtarthah tvam bharata,should be,satisfied
BG_16_6,daivasura,proktah,vistaraprakaraih
BG_16_6,asuram,parth,mama vacanat
BG_16_6,asuram,srnu,vistarasah
BG_16_3,dvau dvisankhyakau bhutasargau,srjyeteti sargau,daivasurasampaddvayayuktani
BG_16_3,dvau bhutasargau,iti ucyate,dvaya ha vai prajapatya devascasurasca
BG_16_3,loke,sarvesam dvaividhyopapatteh,kau tau bhutasargau
BG_16_3,prakrtaveva,daiva asura eva ca,uktayoreva punah anuvade prayojanam aha
BG_16_3,daivah bhutasargah,kathitah,abhayam sattvasamsuddhih
BG_16_3,asurah,na tu,vistarasah
BG_16_7,janah asurah,na viduh,prvrttim ca nivrttim ca
BG_16_7,janah asurah,na viduh,saucam napi cacaro na satyam tesu vidyate
BG_16_8,te asurah janah,ahuh,jagat
BG_16_8,te asurah janah,ahuh,anisvaram
BG_16_8,jagat,sambhutam,kamahetukameva
BG_16_8,jagatah,karanam,kama eva praninam karanam
BG_16_9,te alpabuddhayah,prabhavanti,ugrakarmanah
BG_16_9,te,ahuh,jagatah ahitah
BG_16_10,yesam te asucivratah,pravartante,asubhaniscayan pravartante
BG_16_10,yesam te asucivratah,grhitva,upadaya asadgrahan asubhaniscayan
BG_16_11,The Self,is beyond the reach of,desires and enjoyments
BG_16_11,The Self,is immeasurable,thought
BG_16_11,The wise,know,the Self is the supreme goal
BG_16_12,The embodied soul,is bound,by desires and anger
BG_16_12,The embodied soul,is controlled,by desires and anger
BG_16_12,The embodied soul,is led,in all directions
BG_16_12,The embodied soul,is driven,by desires and anger
BG_16_12,The embodied soul,acquires wealth,by unrighteous means
BG_16_13,The foolish person,thinks,this is mine
BG_16_13,The foolish person,thinks,this will be mine in the future
BG_16_13,The foolish person,thinks,I will be happy in the future
BG_16_14,The Supreme Lord,is,the controller
BG_16_14,The Supreme Lord,is,the enjoyer
BG_16_14,The Supreme Lord,is,perfect
BG_16_14,The Supreme Lord,is,powerful
BG_16_14,The Supreme Lord,is,happy
BG_16_15,The ignorant,are deluded,by ignorance
BG_16_16,narake'sucau,patanti,prasaktah kamabhogesu
BG_16_16,narake'sucau,patanti,tatraiva nisannah santah tena upacitakalmasah
BG_16_16,anekacittavibhrantah,vibhrantah,mohajalasamavrtah
BG_16_16,mohah,avivekah,ajnanam
BG_16_16,ajnanam,tadeva jalamiva,avaranatmakatvat
BG_16_16,prasaktah kamabhogesu,nisannah,tatraiva
BG_16_16,narake'sucau,patanti,vaitaranyadau
BG_16_17,yajante,yajnaiste,dambhena
BG_16_17,yajante,yajnaih,namamatraih
BG_16_17,atmasambhavitah,sambhavitah,atmanaiva
BG_16_17,atmasambhavitah,sambhavitah,sarvagunavisistataya
BG_16_17,stabdhah,apranatatmanah,dhanamanamadanvitah
BG_16_17,dhananimittah,manah,madasca
BG_16_17,yajante,yajnaih,namamatraih
BG_16_17,yajante,yajnaih,dambhena
BG_16_17,dambhena,avidhipurvakam,vidhivihitangetikartavyatarahitam
BG_16_18,pradvisanto'bhyasuyakah,pradvisanto,mamatmaparadehesu
BG_16_18,ahankarah,manyate,'visistamatmanamaham'
BG_16_18,ahankarah,kastatamah,sarvadosanam
BG_16_18,sarvadosanam,mulam,sarvanarthapravrttinam
BG_16_18,tatha balam,parabhibhavanimittam,kamaraganvitam
BG_16_18,darpam,udbhave,dharmam
BG_16_18,darpam,sah,antahkaranasrayah
BG_16_18,darpam,dosavisesah,kamaam stryadivisayam
BG_16_18,krodham,anistavisayam,etan anyamsca mahato dosan
BG_16_18,te,mam,isvaram
BG_16_18,te,pradvisantah,mamatmaparadehesu
BG_16_18,te,pradvisantah,svadehe paradehesu
BG_16_18,te,karmasaksibhutam,tadbuddhikarmasaksibhutam
BG_16_18,abhyasuyakah,kurvantah,sanmargasthanam
BG_16_18,abhyasuyakah,asahmanah,gunesu
BG_16_19,ksipamyajasramasubhanasurisveva yonisu,ksipami,prakrti
BG_16_19,tan,dvisatasca,mam
BG_16_19,tan,ksipami,prakrti
BG_16_19,sadhudvesinah,dvisatasca,mam
BG_16_19,sadhudvesinah,kruran,samsaresu
BG_16_19,sadhudvesinah,naradhaman,adharmadosavattvat
BG_16_19,asubhan,asubhakarmakarinah,asurisveva
BG_16_19,asurisveva,krurakarmaprayasu,vyaghrasimhadiyonisu
BG_16_19,ksipami,prakrti,prakrti
BG_16_20,tato yantyadhamam gatim,yanty,adhamam
BG_16_20,asurim,yonim,apannah
BG_16_20,asurim,yonim,pratipannah
BG_16_20,asurim,yonim,mudhah
BG_16_20,asurim,yonim,avivekinah
BG_16_20,asurim,yonim,janmani janmani
BG_16_20,asurim,yonim,pratijanma
BG_16_20,asurim,yonim,tamobahulasveva
BG_16_20,asurim,yonim,jayamanah
BG_16_20,asurim,yonim,adho gacchanto
BG_16_20,asurim,yonim,mudhah
BG_16_20,asurim,yonim,mam
BG_16_20,asurim,yonim,isvaram
BG_16_20,asurim,yonim,aprapya
BG_16_20,asurim,yonim,anasadya
BG_16_20,asurim,yonim,eva
BG_16_20,asurim,yonim,kaunteya
BG_16_20,tatah,tasmadapi,yanti
BG_16_20,tatah,adhamam,gatim
BG_16_20,tatah,nikrstatamam,gatim
BG_16_21,One should renounce,P,"lust, anger, and greed"
BG_16_21,These three,P,are the gateway to the destruction of the self
BG_16_21,"Lust, anger, and greed",P,are the cause of the destruction of the self
BG_16_21,One should renounce,P,these three
BG_16_22,One who acts,P,for the welfare of the self
BG_16_22,One who acts for the welfare of the self,P,attains the supreme goal
BG_16_22,Those who are engaged in,P,the gates of darkness
BG_16_22,"Those who are engaged in lust, anger, and greed",P,are liberated from the gates of darkness
BG_16_22,One who acts for the welfare of the self,P,"attains liberation, the supreme goal"
BG_16_23,He,P,neither attains happiness
BG_16_23,He,P,nor the supreme goal
BG_16_23,One who is engaged in,P,sense objects
BG_16_23,One who is engaged in sense objects,P,does not attain perfection
BG_16_23,One who is engaged in sense objects,P,does not attain happiness in this world
BG_16_23,One who is engaged in sense objects,P,"does not attain the supreme goal, liberation"
BG_16_24,You should perform,P,your own duty
BG_16_24,The scriptures,P,are the authority
BG_16_24,The scriptures,P,are the means of knowledge
BG_16_24,The scriptures,P,prescribe what should be done and what should not be done
BG_16_24,You should perform,P,only that action which is prescribed by the scriptures
BG_17_1,Sattva,is,good
BG_17_1,Rajas,is,passionate
BG_17_1,Tamas,is,ignorant
BG_17_1,Those who abandon scriptures,perform sacrifices,with faith
BG_17_1,Those who worship gods,are characterized by,faith
BG_17_1,Those who worship gods,are characterized by,belief
BG_17_1,Those who worship gods,are characterized by,peace
BG_17_1,Scriptures,are characterized by,hearing
BG_17_1,Scriptures,are characterized by,memory
BG_17_1,Those who do not see scriptures,worship,gods
BG_17_1,Those who see scriptures,worship,gods
BG_17_1,Those who do not see scriptures,are not considered,those who abandon scriptures
BG_17_1,Reason,is,because of the specification of being characterized by faith
BG_17_1,Those who see scriptures,abandon,them
BG_17_1,Those who are without faith,perform,worship of gods
BG_17_1,Krishna,is,exclaiming
BG_17_1,Sattva,is,the state of being
BG_17_1,Rajas,is,passionate
BG_17_1,Tamas,is,ignorant
BG_17_1,The worship of gods,is characterized by,Sattva
BG_17_1,The worship of gods,is characterized by,Rajas
BG_17_1,The worship of gods,is characterized by,Tamas
BG_17_2,Listen,to,this
BG_17_2,Faith,is,threefold
BG_17_2,Faith,is,inborn
BG_17_2,Nature,is,manifested
BG_17_2,Nature,is,at the time of death
BG_17_2,Nature,is,born from
BG_17_2,Sattvic faith,is characterized by,worship of gods
BG_17_2,Rajasic faith,is characterized by,worship of Yakshas and Rakshasas
BG_17_2,Tamic faith,is characterized by,worship of ghosts and ancestors
BG_17_2,Listen,to,this threefold faith
BG_17_3,He who has faith,is,with him
BG_17_4,People in Tamas,worship,ghosts and ancestors
BG_17_5,Those who perform penance,are characterized by,pride
BG_17_5,Those who perform penance,are characterized by,egoism
BG_17_5,Those who perform penance,are characterized by,anger
BG_17_5,Those who perform penance,are characterized by,force
BG_17_6,asuras,are characterized by,karsayantah krsikurvantah sarirastham bhutagramam karanasamudayam acetasah avivekinah mam caiva tatkarmabuddhisaksibhutam antahsarirastham narayanam karsayantah
BG_17_6,asuras,are characterized by,madanusasanakaranameva matkarsanam
BG_17_6,asuras,are characterized by,tan viddhi asuraniscayan asuro niscayo yesam te asuraniscayah tan pariharanartham viddhi iti upadesah
BG_17_7,food,is of three kinds,aharaastvapi sarvasya bhoktuh praninah trividho bhavati priyah istah
BG_17_7,three kinds of food,are,"yajnah, tatha tapah, tatha danam"
BG_17_7,difference among food,will be described,tesam aharadinam bhedam imam vaksyamanam srnu
BG_17_8,sattvic food,is characterized by,rasyah snigdhah sthira hrdya aharah sattvikapriyah
BG_17_8,sattvic food,promotes,ayusca sattvam ca balam ca arogyam ca sukham ca pritisca ayuhsattvabalarogyasukhapritayah
BG_17_8,sattvic food,is characterized by,"te ca rasyah rasopetah, snigdhah snehavantah, sthirah cirakalasthayinah dehe, hrdayah hrdayapriyah aharah sattvikapriyah sattvikasya istah"
BG_17_9,rajasic food,is characterized by,katusca amlasca lavanasca atyusnasca tiksnasca ruksasca vidahi ca
BG_17_9,rajasic food,causes,duhkhasokamayapradah duhkham ca sokam ca amayam ca prayacchantiti
BG_17_10,tamasic food,is characterized by,"yatayamam mandapakvam , nirviryasya gatarasasabdena uktatvat"
BG_17_10,tamasic food,is characterized by,"gatarasam rasaviyuktam , puti durgandhi, paryusitam ca pakvam sat ratryantaritam ca yat"
BG_17_10,tamasic food,is characterized by,"ucchistamapi bhuktasistam ucchistam , amedhyam ayajnarham , bhojanam idrsam tamasapriyam"
BG_17_11,yajnah,is considered sattvik,when performed with the understanding that it should be performed
BG_17_11,yajnah,should be performed,for its own sake
BG_17_11,yajnah,is not for,personal gain or results
BG_17_11,yajnah,is considered sattvik,when performed without expectation of rewards
BG_17_12,yajnah,is considered rajasic,when performed with desire for rewards or with hypocrisy
BG_17_13,yajnam,is considered tamasic,when performed without faith
BG_17_13,yajnam,is considered tamasic,when performed without proper rituals
BG_17_13,yajnam,is considered tamasic,when performed without proper offerings to Brahmins
BG_17_13,yajnam,is considered tamasic,when performed without proper chanting of mantras
BG_17_13,yajnam,is considered tamasic,when performed without proper gifts to the priest
BG_17_13,yajnam,is considered tamasic,when performed without faith
BG_17_15,vakya,should be,truthful
BG_17_15,vakya,should be,non-violent
BG_17_15,vakya,should be,pleasing
BG_17_15,vakya,should be,beneficial
BG_17_16,bhavasamsuddhi,is referred to as,tapas
BG_17_16,manahprasadah,is referred to as,prasanti
BG_17_16,svacchatapadanam,is referred to as,prasada
BG_17_16,saumyatvam,is referred to as,saumanasyam
BG_17_16,maunam,is referred to as,manahsamyam
BG_17_16,atmavinigrahah,is referred to as,manonirodhah
BG_17_16,bhavasamsuddhih,is referred to as,tapas
BG_17_16,bhavasamsuddhi,is characterized by,amayavitvam
BG_17_17,tapas,is of three kinds,sattvikam
BG_17_17,sattvikam,is characterized by,sattvanirvrttam
BG_17_17,tapas,is performed by,nara
BG_17_17,tapas,is characterized by,aphalakanksibhih
BG_17_17,tapas,is characterized by,yuktaih
BG_17_18,tapas,is referred to as,rajasam
BG_17_18,rajasam,is characterized by,calamadhruvam
BG_17_19,tapas,is referred to as,tamasam
BG_17_19,tapas,is characterized by,parasyotsadanartham
BG_17_19,tapas,is characterized by,vinasartham
BG_17_20,danam,is referred to as,sattvikam
BG_17_20,danam,is characterized by,anupakarine
BG_17_20,danam,is characterized by,pratyupakarasamarthaya
BG_17_20,danam,is characterized by,samarthayapi
BG_17_20,danam,is characterized by,nirapeksam
BG_17_20,danam,is performed in,dese
BG_17_20,danam,is performed in,punye
BG_17_20,danam,is performed in,kurusetradau
BG_17_20,danam,is performed in,kale
BG_17_20,danam,is performed in,sankrantyadau
BG_17_20,danam,is performed in,patre
BG_17_20,danam,is performed in,ca
BG_17_20,danam,is performed in,sadangavidvedaparaga
BG_17_21,danam,is characterized by,rajas
BG_17_21,danam,is given,for expected return
BG_17_21,danam,is given,with sorrow
BG_17_21,danam,is given,with regret
BG_17_21,danam,is given,with grief
BG_17_21,danam,is given,with remorse
BG_17_21,danam,is given,with reluctance
BG_17_21,danam,is given,with distress
BG_17_21,danam,is given,with unhappiness
BG_17_21,danam,is given,with unwillingness
BG_17_21,danam,is given,with inauspiciousness
BG_17_21,danam,is given,with misfortune
BG_17_21,danam,is given,with bad luck
BG_17_21,danam,is given,with calamity
BG_17_21,danam,is given,with disaster
BG_17_21,danam,is given,with adversity
BG_17_21,danam,is given,with misfortune
BG_17_21,danam,is given,with bad fortune
BG_17_21,danam,is given,with calamity
BG_17_21,danam,is given,with disaster
BG_17_21,danam,is given,with adversity
BG_17_21,danam,is given,with misfortune
BG_17_21,danam,is given,with bad fortune
BG_17_21,danam,is given,with calamity
BG_17_21,danam,is given,with disaster
BG_17_21,danam,is given,with adversity
BG_17_22,danam,is characterized by,tamas
BG_17_22,danam,is given,without proper time
BG_17_22,danam,is given,without proper place
BG_17_22,danam,is given,without proper person
BG_17_22,danam,is given,without proper reason
BG_17_22,danam,is given,without proper understanding
BG_17_22,danam,is given,without proper knowledge
BG_17_22,danam,is given,without proper consideration
BG_17_22,danam,is given,without proper discrimination
BG_17_22,danam,is given,without proper intention
BG_17_22,danam,is given,without proper purpose
BG_17_22,danam,is given,without proper desire
BG_17_22,danam,is given,without proper wish
BG_17_22,danam,is given,without proper expectation
BG_17_22,danam,is given,without proper hope
BG_17_22,danam,is given,without proper faith
BG_17_22,danam,is given,without proper belief
BG_17_22,danam,is given,without proper conviction
BG_17_22,danam,is given,without proper dedication
BG_17_22,danam,is given,without proper devotion
BG_17_22,danam,is given,without proper reverence
BG_17_22,danam,is given,without proper respect
BG_17_22,danam,is given,without proper honor
BG_17_22,danam,is given,without proper worship
BG_17_22,danam,is given,without proper adoration
BG_17_22,danam,is given,without proper praise
BG_17_22,danam,is given,without proper glorification
BG_17_22,danam,is given,without proper appreciation
BG_17_22,danam,is given,without proper recognition
BG_17_22,danam,is given,without proper acknowledgment
BG_17_22,danam,is given,without proper consideration
BG_17_22,danam,is given,without proper contemplation
BG_17_22,danam,is given,without proper meditation
BG_17_22,danam,is given,without proper reflection
BG_17_22,danam,is given,without proper introspection
BG_17_22,danam,is given,without proper self-examination
BG_17_22,danam,is given,without proper analysis
BG_17_22,danam,is given,without proper examination
BG_17_22,danam,is given,without proper scrutiny
BG_17_22,danam,is given,without proper investigation
BG_17_22,danam,is given,without proper inquiry
BG_17_22,danam,is given,without proper exploration
BG_17_22,danam,is given,without proper research
BG_17_22,danam,is given,without proper study
BG_17_22,danam,is given,without proper learning
BG_17_22,danam,is given,without proper knowledge
BG_17_22,danam,is given,without proper understanding
BG_17_22,danam,is given,without proper comprehension
BG_17_22,danam,is given,without proper insight
BG_17_22,danam,is given,without proper perception
BG_17_22,danam,is given,without proper cognition
BG_17_22,danam,is given,without proper awareness
BG_17_22,danam,is given,without proper consciousness
BG_17_22,danam,is given,without proper sentience
BG_17_22,danam,is given,without proper intelligence
BG_17_22,danam,is given,without proper wisdom
BG_17_22,danam,is given,without proper enlightenment
BG_17_22,danam,is given,without proper understanding
BG_17_22,danam,is given,without proper comprehension
BG_17_22,danam,is given,without proper insight
BG_17_22,danam,is given,without proper perception
BG_17_22,danam,is given,without proper cognition
BG_17_22,danam,is given,without proper awareness
BG_17_22,danam,is given,without proper consciousness
BG_17_22,danam,is given,without proper sentience
BG_17_22,danam,is given,without proper intelligence
BG_17_22,danam,is given,without proper wisdom
BG_17_22,danam,is given,without proper enlightenment
BG_17_23,Brahman,is the basis of,Vedas
BG_17_23,Brahman,is the basis of,sacrifices
BG_17_23,Brahman,is the basis of,cities
BG_17_23,Brahman,is the basis of,cities
BG_17_24,Brahmavadis,are constantly engaged in,sacrifices
BG_17_24,Brahmavadis,are constantly engaged in,sacrificial rituals
BG_17_24,Brahmavadis,are constantly engaged in,sacrificial offerings
BG_17_24,Brahmavadis,are constantly engaged in,sacrificial oblations
BG_17_24,Brahmavadis,are constantly engaged in,sacrificial gifts
BG_17_24,Brahmavadis,are constantly engaged in,sacrificial donations
BG_17_24,Brahmavadis,are constantly engaged in,sacrificial offerings
BG_17_24,Brahmavadis,are constantly engaged in,sacrificial oblations
BG_17_24,Brahmavadis,are constantly engaged in,sacrificial gifts
BG_17_24,Brahmavadis,are constantly engaged in,sacrificial donations
BG_17_25,Moksha,is the goal of,sacrifices
BG_17_25,Moksha,is the goal of,sacrificial rituals
BG_17_25,Moksha,is the goal of,sacrificial offerings
BG_17_25,Moksha,is the goal of,sacrificial oblations
